question	label
胜利哥出现的时间是什么？该问题的答案在知识库中对应的三元组为['胜利哥 ||| 出现时间 ||| 2010年5月5日']。这样对吗？	1
胜利哥出现的时间是什么？该问题的答案在知识库中对应的三元组为['胜利 ||| 作品出处 ||| 世界']。这样对吗？	0
什么是《海贼王》中库赞的大陆译名？该问题的答案在知识库中对应的三元组为['库赞 ||| 大陆译名 ||| 青雉 库赞（天下）']。这样对吗？	1
什么是《海贼王》中库赞的大陆译名？该问题的答案在知识库中对应的三元组为['库赞 ||| 海军资料 ||| 海军本部']。这样对吗？	0
“我在读一篇文章的时候看到了刘立封这个名字，我想知道他的一些具体信息，但我并不清楚他具体的信息，包括他的国籍、民族、出生地、出生日期、逝世日期、所在的政党以及他的军衔等信息。”该问题的答案在知识库中对应的三元组为['刘立封 ||| 国籍 ||| 中国', '刘立封 ||| 民族 ||| 汉', '刘立封 ||| 出生地 ||| 中国', '刘立封 ||| 出生 ||| 1918年5月6日 中华民国山东沂水', '刘立封 ||| 逝世 ||| 1996年2月26日（77岁） \xa0中华人民共和国北京市', '刘立封 ||| 政党 ||| 中国共产党', '刘立封 ||| 军衔 ||| 中将']。这样对吗？	1
“我在读一篇文章的时候看到了刘立封这个名字，我想知道他的一些具体信息，但我并不清楚他具体的信息，包括他的国籍、民族、出生地、出生日期、逝世日期、所在的政党以及他的军衔等信息。”该问题的答案在知识库中对应的三元组为['刘立封 ||| 军衔 ||| 中将']。这样对吗？	0
刘庭羽也是一位我非常欣赏的人。我知道她是上海人，也知道她是上海戏剧学院的毕业生，然而对于她的代表作品，我有些忘记了。她的出生年月是多少，她在哪个经纪公司，还有她的一些影视音乐作品的名字，我也记不清楚了，你能帮我补充这些信息吗？该问题的答案在知识库中对应的三元组为['刘庭羽 ||| 代表作品 ||| 《唐宫燕》、《仙侠剑》、《灵珠》、《后宫》、《深宫谍影》等。', '刘庭羽 ||| 出生年月 ||| 1982年12月9日', '刘庭羽 ||| 经纪公司 ||| 拉风娱乐', '刘庭羽 ||| 音乐作品 ||| 《爱到万年》、《不悔》', '刘庭羽 ||| 影视作品 ||| 《凤凰牡丹》、《仙侠剑》']。这样对吗？	1
刘庭羽也是一位我非常欣赏的人。我知道她是上海人，也知道她是上海戏剧学院的毕业生，然而对于她的代表作品，我有些忘记了。她的出生年月是多少，她在哪个经纪公司，还有她的一些影视音乐作品的名字，我也记不清楚了，你能帮我补充这些信息吗？该问题的答案在知识库中对应的三元组为['刘庭羽 ||| 出生年月 ||| 1982年12月9日', '刘庭羽 ||| 经纪公司 ||| 拉风娱乐', '刘庭羽 ||| 音乐作品 ||| 《爱到万年》、《不悔》']。这样对吗？	0
我对动画角色露西·哈特菲利亚非常感兴趣，我知道她来自《妖精的尾巴》，且是个美丽活泼的角色。但是除此之外，我对她的了解并不多，例如她的生日、年龄、身高以及体重等个人信息，我都希望能够了解。此外，她的配音者是谁？你能帮我查一下吗？”该问题的答案在知识库中对应的三元组为['露西·哈特菲利亚 ||| 生日 ||| 7月1日', '露西·哈特菲利亚 ||| 年龄 ||| 17岁→24岁', '露西·哈特菲利亚 ||| 身高 ||| 160cm', '露西·哈特菲利亚 ||| 体重 ||| 48kg', '露西·哈特菲利亚 ||| 配音 ||| 平野绫（日本） 钱欣郁（中国台湾） 郑佩嘉→张颂欣（中国香港）']。这样对吗？	1
我对动画角色露西·哈特菲利亚非常感兴趣，我知道她来自《妖精的尾巴》，且是个美丽活泼的角色。但是除此之外，我对她的了解并不多，例如她的生日、年龄、身高以及体重等个人信息，我都希望能够了解。此外，她的配音者是谁？你能帮我查一下吗？”该问题的答案在知识库中对应的三元组为['露西·哈特菲利亚 ||| 别名（绰号） ||| 莉萨·范伦铁诺', '露西·哈特菲利亚 ||| 公会纹章颜色 ||| 荷花粉色（动画版为粉红色）', '露西·哈特菲利亚 ||| 生日 ||| 7月1日', '露西·哈特菲利亚 ||| 年龄 ||| 17岁→24岁', '露西·哈特菲利亚 ||| 身高 ||| 160cm', '露西·哈特菲利亚 ||| 体重 ||| 48kg', '露西·哈特菲利亚 ||| 配音 ||| 平野绫（日本） 钱欣郁（中国台湾） 郑佩嘉→张颂欣（中国香港）']。这样对吗？	0
梁佩瑚是我特别喜欢的一位艺人和爱情小说作家。我知道她的身高是5尺7寸，体重是116磅，学过法律，并且有着开设自己的时装店的志向。可是，我并不确定她的中文名和别名，还有她的嗜好是什么，你能帮我解该问题的答案在知识库中对应的三元组为['梁佩瑚 ||| 别名 ||| 梁佩瑚', '梁佩瑚 ||| 中文名 ||| 梁佩瑚', '梁佩瑚 ||| 嗜好 ||| 弹琴、拍照、唱歌']。这样对吗？	1
梁佩瑚是我特别喜欢的一位艺人和爱情小说作家。我知道她的身高是5尺7寸，体重是116磅，学过法律，并且有着开设自己的时装店的志向。可是，我并不确定她的中文名和别名，还有她的嗜好是什么，你能帮我解该问题的答案在知识库中对应的三元组为['梁佩瑚 ||| 身高 ||| 5尺7寸', '梁佩瑚 ||| 英文名 ||| Isabel Leung', '梁佩瑚 ||| 职业 ||| 艺人、爱情小说作家', '梁佩瑚 ||| 学历 ||| 法律学士', '梁佩瑚 ||| 职业 ||| 艺人、爱情小说作家', '梁佩瑚 ||| 身高 ||| 5尺7寸', '梁佩瑚 ||| 体重 ||| 116磅', '梁佩瑚 ||| 身高 ||| 5尺7寸']。这样对吗？	0
我记得赵正阳是中国的一位著名的教师和影视演员，但是我忘记了他的准确的出生年月、他的政党、他的代表作品，和他的经纪公司的名称。能否请你帮我该问题的答案在知识库中对应的三元组为['赵正阳 ||| 出生年月 ||| 1918年', '赵正阳 ||| 政党 ||| 中国共产党', '赵正阳 ||| 代表作品 ||| 《大汉天子》、《媳妇是怎样炼成的》', '赵正阳 ||| 经纪公司 ||| 东仑传媒']。这样对吗？	1
我记得赵正阳是中国的一位著名的教师和影视演员，但是我忘记了他的准确的出生年月、他的政党、他的代表作品，和他的经纪公司的名称。能否请你帮我该问题的答案在知识库中对应的三元组为['赵正阳 ||| 出生年月 ||| 1918年', '赵正阳 ||| 政党 ||| 中国共产党', '赵正阳 ||| 代表作品 ||| 《大汉天子》、《媳妇是怎样炼成的》', '赵正阳 ||| 经纪公司 ||| 东仑传媒']。这样对吗？	0
温肇桐是一名中国现代画家，出生于1909年，1926年进入上海美术专科学校学习，但我不记得他的籍贯了，他在哪个地方度过了他的童年呢？在他90年的岁月里，他都经历了哪些重要的事情，可以说说吗？该问题的答案在知识库中对应的三元组为['温肇桐 ||| 籍贯 ||| 江苏常熟虞山镇', '温肇桐 ||| 逝世日期 ||| 1990']。这样对吗？	1
温肇桐是一名中国现代画家，出生于1909年，1926年进入上海美术专科学校学习，但我不记得他的籍贯了，他在哪个地方度过了他的童年呢？在他90年的岁月里，他都经历了哪些重要的事情，可以说说吗？该问题的答案在知识库中对应的三元组为['温肇桐 ||| 国籍 ||| 中国', '温肇桐 ||| 出生日期 ||| 1909', '温肇桐 ||| 逝世日期 ||| 1990', '温肇桐 ||| 籍贯 ||| 江苏常熟虞山镇', '温肇桐 ||| 职业 ||| 现代画家']。这样对吗？	0
惠浴宇，这个我只知道他的名字，他的一生信息我并不是很清楚。你能帮我补充下他的出生与死亡日期吗？该问题的答案在知识库中对应的三元组为['惠浴宇 ||| 出生年月 ||| 1909年', '惠浴宇 ||| 去世年月 ||| 1989年']。这样对吗？	1
惠浴宇，这个我只知道他的名字，他的一生信息我并不是很清楚。你能帮我补充下他的出生与死亡日期吗？该问题的答案在知识库中对应的三元组为['惠浴宇 ||| 出生日期 ||| 1909年', '惠浴宇 ||| 逝世日期 ||| 1989年']。这样对吗？	0
岑杏贤是一位我非常喜欢的演员，出道以来众多作品展现了她丰富的演艺技能，我知道她是中国人，语言还有不少，包括粤语、英语和国语，据我所知，她的教育程度也很高，应该有硕士学位。但我对她的个人基本信息不够明确，不清楚她的别名是什么？她的外文名又是什么？她的生日是什么时候？她是在哪里出道的？还有她的经纪公司又是哪个？还有她曾经获得过什么奖项？该问题的答案在知识库中对应的三元组为['岑杏贤 ||| 别名 ||| 岑杏贤', '岑杏贤 ||| 外文名 ||| Jennifer Shum', '岑杏贤 ||| 出生日期 ||| 1988年', '岑杏贤 ||| 出道地点 ||| 香港', '岑杏贤 ||| 经纪公司 ||| 无线电视', '岑杏贤 ||| 奖项 ||| 2012年度香港小姐竞选最上镜小姐、时尚目光奖']。这样对吗？	1
岑杏贤是一位我非常喜欢的演员，出道以来众多作品展现了她丰富的演艺技能，我知道她是中国人，语言还有不少，包括粤语、英语和国语，据我所知，她的教育程度也很高，应该有硕士学位。但我对她的个人基本信息不够明确，不清楚她的别名是什么？她的外文名又是什么？她的生日是什么时候？她是在哪里出道的？还有她的经纪公司又是哪个？还有她曾经获得过什么奖项？该问题的答案在知识库中对应的三元组为['岑杏贤 ||| 罗马拼音 ||| Shum Hang-Yin', '岑杏贤 ||| 外文名 ||| Jennifer Shum', '岑杏贤 ||| 职业 ||| 演员', '岑杏贤 ||| 出生 ||| 1988年10月9日（26岁） 英属香港', '岑杏贤 ||| 出道地点 ||| 香港', '岑杏贤 ||| 经纪公司 ||| 无线电视', '岑杏贤 ||| 罗马拼音 ||| Shum Hang-Yin']。这样对吗？	0
崔雪莉的艺术成就也有外表特征是如何被广泛称赞的？我想了解她的身体素质、xue型、星座以及兴趣特。我也很好奇她的书漂乎籍成果。为了更深入了解她，她的个人信息还有那些可以补充？例如j家庭背景和所属团体等信息。该问题的答案在知识库中对应的三元组为['崔雪莉 ||| 身高/体重 ||| 169cm/45kg', '崔雪莉 ||| 血型/星座 ||| O型/白羊座', '崔雪莉 ||| 兴趣特长 ||| 演戏、唱歌', '崔雪莉 ||| 学历 ||| 高中', '崔雪莉 ||| 家庭成员 ||| 父母，两个哥哥，弟弟', '崔雪莉 ||| 所在组合 ||| f(x)']。这样对吗？	1
崔雪莉的艺术成就也有外表特征是如何被广泛称赞的？我想了解她的身体素质、xue型、星座以及兴趣特。我也很好奇她的书漂乎籍成果。为了更深入了解她，她的个人信息还有那些可以补充？例如j家庭背景和所属团体等信息。该问题的答案在知识库中对应的三元组为['崔雪莉 ||| 音乐成就 ||| 第27届金唱片大赏 - 音源本赏、第08届韩国音乐奖 - 人气组合奖', '崔雪莉 ||| 籍贯 ||| 韩国', '崔雪莉 ||| 星座 ||| 白羊座', '崔雪莉 ||| 兴趣特长 ||| 演戏、唱歌', '崔雪莉 ||| 身 高 ||| 170cm', '崔雪莉 ||| 体 重 ||| 48kg']。这样对吗？	0
我总是记得达斯汀·霍夫曼是在1937年8月8日出生的美国演员，不过他是哪里人，又有什么族裔背景，却记不清了。他的英文名字又是什么呢？出生后，他在哪里学习、毕业，又和谁共度婚姻生活？希望你能帮我解该问题的答案在知识库中对应的三元组为['达斯汀·霍夫曼 ||| 英文名 ||| Dustin Hoffman', '达斯汀·霍夫曼 ||| 籍贯 ||| 加州洛杉矶', '达斯汀·霍夫曼 ||| 民族 ||| 英国后裔', '达斯汀·霍夫曼 ||| 毕业院校 ||| 洛杉矶音乐学院', '达斯汀·霍夫曼 ||| 配偶 ||| Lisa Gottsegen']。这样对吗？	1
我总是记得达斯汀·霍夫曼是在1937年8月8日出生的美国演员，不过他是哪里人，又有什么族裔背景，却记不清了。他的英文名字又是什么呢？出生后，他在哪里学习、毕业，又和谁共度婚姻生活？希望你能帮我解该问题的答案在知识库中对应的三元组为['达斯汀·霍夫曼 ||| 出生地 ||| 洛杉矶', '达斯汀·霍夫曼 ||| 凯撒荣誉奖 ||| 凯撒荣誉奖 2009年', '达斯汀·霍夫曼 ||| 凯撒荣誉奖 ||| 凯撒荣誉奖 2009年', '达斯汀·霍夫曼 ||| 凯撒荣誉奖 ||| 凯撒荣誉奖 2009年']。这样对吗？	0
日本纯种已退役竞赛马匹真心呼唤的生产地是哪里该问题的答案在知识库中对应的三元组为['真心呼唤 ||| 生产者 ||| 社台牧场']。这样对吗？	1
日本纯种已退役竞赛马匹真心呼唤的生产地是哪里该问题的答案在知识库中对应的三元组为['日本 ||| 国际域名缩写 ||| JP']。这样对吗？	0
林志玲的现任丈夫是谁？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
林志玲的现任丈夫是谁？该问题的答案在知识库中对应的三元组为['林志玲 ||| 专长 ||| 芭蕾舞、游泳、外语、表演']。这样对吗？	0
最近我又一次观看了清朝的历实，对孝昭仁皇后充满了好奇。她的本名钮祜禄氏，出生于1653年，在清朝康熙年间担任皇后的职务a1b4。别称谥号：孝昭仁皇后。我想知道她具体的去世时间，以及她的旗适。该问题的答案在知识库中对应的三元组为['孝昭仁皇后 ||| 逝世日期 ||| 1678年3月18日', '孝昭仁皇后 ||| 旗 ||| 镶黄旗人']。这样对吗？	1
最近我又一次观看了清朝的历实，对孝昭仁皇后充满了好奇。她的本名钮祜禄氏，出生于1653年，在清朝康熙年间担任皇后的职务a1b4。别称谥号：孝昭仁皇后。我想知道她具体的去世时间，以及她的旗适。该问题的答案在知识库中对应的三元组为['孝昭仁皇后 ||| 去世时间 ||| 1678年3月18日', '孝昭仁皇后 ||| 旗籍 ||| 镶黄旗']。这样对吗？	0
最近我迷上了中国演员刘晓洁，希望能了解她的名字、职业、民族及出生地的相关信息。另外如果你知道她的身高、体重、血型、星座、特长以及丈夫的名字，也请告诉我。该问题的答案在知识库中对应的三元组为['刘晓洁 ||| 姓名 ||| 刘晓洁', '刘晓洁 ||| 出生地 ||| 辽宁辽阳', '刘晓洁 ||| 职业 ||| 演员', '刘晓洁 ||| 民族 ||| 汉族', '刘晓洁 ||| 身高 ||| 168cm', '刘晓洁 ||| 体重 ||| 48kg', '刘晓洁 ||| 血型 ||| AB型', '刘晓洁 ||| 星座 ||| 天秤座', '刘晓洁 ||| 特长 ||| 舞蹈，钢琴', '刘晓洁 ||| 丈夫 ||| 徐洪浩']。这样对吗？	1
最近我迷上了中国演员刘晓洁，希望能了解她的名字、职业、民族及出生地的相关信息。另外如果你知道她的身高、体重、血型、星座、特长以及丈夫的名字，也请告诉我。该问题的答案在知识库中对应的三元组为['刘晓洁 ||| 姓名 ||| 刘晓洁', '刘晓洁 ||| 职业 ||| 演员', '刘晓洁 ||| 民族 ||| 汉族', '刘晓洁 ||| 出生地 ||| 辽宁辽阳', '刘晓洁 ||| 身高 ||| 168cm', '刘晓洁 ||| 体重 ||| 48kg', '刘晓洁 ||| 血型 ||| AB型', '刘晓洁 ||| 星座 ||| 天秤座', '刘晓洁 ||| 特长 ||| 舞蹈，钢琴', '刘晓洁 ||| 丈夫 ||| 徐洪浩']。这样对吗？	0
俄罗斯格鲁乌局长兼副总参谋长是谁？该问题的答案在知识库中对应的三元组为['格鲁乌 ||| 首长 ||| 伊戈尔·谢尔贡少将，部长']。这样对吗？	1
俄罗斯格鲁乌局长兼副总参谋长是谁？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
上海市第二人民医院的院长是谁？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
上海市第二人民医院的院长是谁？该问题的答案在知识库中对应的三元组为['上海市第二人民医院 ||| 营收 ||| 1.24亿元以上']。这样对吗？	0
亚伯特·梵浩耶曾担任过哪些附属职位该问题的答案在知识库中对应的三元组为['亚伯特·梵浩耶 ||| 其他职位 ||| 宗座圣经委员荣休会前秘书']。这样对吗？	1
亚伯特·梵浩耶曾担任过哪些附属职位该问题的答案在知识库中对应的三元组为['亚伯特·梵浩耶 ||| 曾任职位 ||| 宗座基督徒合一促进委员会参议员(1980年-1961年)']。这样对吗？	0
赵全志专研的是什么该问题的答案在知识库中对应的三元组为['赵全志 ||| 研究专长 ||| 水稻栽培生理']。这样对吗？	1
赵全志专研的是什么该问题的答案在知识库中对应的三元组为['赵全志 ||| 研究领域 ||| 作物学']。这样对吗？	0
我知道有一位叫做克里斯托弗·道森的文化哲学家，他是英国人，但我对他的生却不太了解，他的代表作有哪些呢？该问题的答案在知识库中对应的三元组为['克里斯托弗·道森 ||| 出生年月 ||| 1889年', '克里斯托弗·道森 ||| 去世年月 ||| 1970年', '克里斯托弗·道森 ||| 代表作品 ||| 《进步与宗教》、《基督教与新时代》、《中世纪宗教》']。这样对吗？	1
我知道有一位叫做克里斯托弗·道森的文化哲学家，他是英国人，但我对他的生却不太了解，他的代表作有哪些呢？该问题的答案在知识库中对应的三元组为['克里斯托弗·道森 ||| 代表作品 ||| 《进步与宗教》、《基督教与新时代》、《中世纪宗教》']。这样对吗？	0
金宝妍有几个孩子？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
金宝妍有几个孩子？该问题的答案在知识库中对应的三元组为['金宝妍 ||| 身高 ||| 160cm']。这样对吗？	0
朱智勋是我喜欢的韩国艺员之一，他颜zi高且技演出众。然而他的出道作品，我却一直不太清chu。能否提醒我一下，出他的道作品是乜一部？该问题的答案在知识库中对应的三元组为['朱智勋 ||| 出道作品 ||| 《昔日的情人》']。这样对吗？	1
朱智勋是我喜欢的韩国艺员之一，他颜zi高且技演出众。然而他的出道作品，我却一直不太清chu。能否提醒我一下，出他的道作品是乜一部？该问题的答案在知识库中对应的三元组为['朱智勋 ||| 出道作品 ||| 《昔日的情人》', '朱智勋 ||| 身高 ||| 187cm']。这样对吗？	0
我z曾经一度为魏晨的歌声所着迷，他的音乐仿佛激活了心底最深处的感动。然而，对于他个人的一些信息，我却知之甚shao。比如他出道的时候是什么年月y？他是哪个公si的签约艺人呢？他又是怎么表达对于音乐的热爱的呢？他最喜爱的动物和食物又是shi么呢？xi望你可以帮我填补这些知识空b。该问题的答案在知识库中对应的三元组为['魏晨 ||| 出道日期 ||| 2007年7月13日', '魏晨 ||| 签约公司 ||| 天娱传媒', '魏晨 ||| 座右铭 ||| 用努力证明自己！', '魏晨 ||| 喜爱的动物 ||| 狗', '魏晨 ||| 喜爱的食物 ||| 兰州拉面、海鲜、梅菜扣肉']。这样对吗？	1
我z曾经一度为魏晨的歌声所着迷，他的音乐仿佛激活了心底最深处的感动。然而，对于他个人的一些信息，我却知之甚shao。比如他出道的时候是什么年月y？他是哪个公si的签约艺人呢？他又是怎么表达对于音乐的热爱的呢？他最喜爱的动物和食物又是shi么呢？xi望你可以帮我填补这些知识空b。该问题的答案在知识库中对应的三元组为['魏晨 ||| 出道日期 ||| 2007年7月13日', '魏晨 ||| 签约公司 ||| 天娱传媒', '魏晨 ||| 音乐专辑 ||| 《乐天派》、《千方百计》、《破晓》、《V space》、《登封造极》、《帽子戏法》', '魏晨 ||| 喜爱的食物 ||| 兰州拉面、海鲜、梅菜扣肉']。这样对吗？	0
昆西·琼斯这位多面手，在艺术、音乐、业界都颇有成就，他的工作生涯丰富多彩，但我对他的个人信息知之甚少，比如他的出生日期，主要的工作职业，甚至是他的血型和星座都不太清楚。他的英文名、本名，以及他在哪儿出生的这些基本资料我也想知道。他受到的教育程度，以及他的父母是谁这样的信息若是你能提供，那就再好不过了。对于他的个人生活，我也想多了解一些，比如他的代表作品是什么，他的职业生涯活跃期是什么时候，以及他在戏剧节目最佳编曲这一项上曾经得到过哪些表彰。该问题的答案在知识库中对应的三元组为['昆西·琼斯 ||| 出生日期 ||| 1933年3月14日', '昆西·琼斯 ||| 职业 ||| 艺术家、制作人、作曲家、企业家', '昆西·琼斯 ||| 血型 ||| O型', '昆西·琼斯 ||| 星座 ||| 双鱼座', '昆西·琼斯 ||| 英文名 ||| Quincy Delight Jones', '昆西·琼斯 ||| 本名 ||| Quincy Delight Jones, Jr.', '昆西·琼斯 ||| 出生 ||| 1933年3月14日 （81岁） \xa0美国芝加哥', '昆西·琼斯 ||| 教育程度 ||| Berklee College of Music', '昆西·琼斯 ||| 父母 ||| Quincy Jones, Sr. Sarah Wells', '昆西·琼斯 ||| 代表作品 ||| 迈克尔·杰克逊：   Off the Wall Thriller We Are the World', '昆西·琼斯 ||| 活跃年代 ||| 1951～', '昆西·琼斯 ||| 戏剧节目最佳编曲 ||| 戏剧节目最佳编曲 1977年 Roots']。这样对吗？	1
昆西·琼斯这位多面手，在艺术、音乐、业界都颇有成就，他的工作生涯丰富多彩，但我对他的个人信息知之甚少，比如他的出生日期，主要的工作职业，甚至是他的血型和星座都不太清楚。他的英文名、本名，以及他在哪儿出生的这些基本资料我也想知道。他受到的教育程度，以及他的父母是谁这样的信息若是你能提供，那就再好不过了。对于他的个人生活，我也想多了解一些，比如他的代表作品是什么，他的职业生涯活跃期是什么时候，以及他在戏剧节目最佳编曲这一项上曾经得到过哪些表彰。该问题的答案在知识库中对应的三元组为['昆西·琼斯 ||| 教育程度 ||| Berklee College of Music', '昆西·琼斯 ||| 戏剧节目最佳编曲 ||| 戏剧节目最佳编曲 1977年 Roots', '昆西·琼斯 ||| 职业 ||| 艺术家、制作人、作曲家、企业家', '昆西·琼斯 ||| 出生日期 ||| 1933年3月14日', '昆西·琼斯 ||| 职业 ||| 艺术家、制作人、作曲家、企业家', '昆西·琼斯 ||| 血型 ||| O型', '昆西·琼斯 ||| 英文名 ||| Quincy Delight Jones', '昆西·琼斯 ||| 本名 ||| Quincy Delight Jones, Jr.', '昆西·琼斯 ||| 出生地 ||| 美国芝加哥', '昆西·琼斯 ||| 教育程度 ||| Berklee College of Music', '昆西·琼斯 ||| 父母 ||| Quincy Jones, Sr. Sarah Wells', '昆西·琼斯 ||| 代表作品 ||| 迈克尔·杰克逊：   Off the Wall Thriller We Are the World', '昆西·琼斯 ||| 配偶 ||| Jeri Caldwell （1957～1966，一女） Ulla Andersson （1967～1974，一子一女） Peggy Lipton （1974～1990，二女）', '昆西·琼斯 ||| 戏剧节目最佳编曲 ||| 戏剧节目最佳编曲 1977年 Roots']。这样对吗？	0
虽然对于婆罗摩笈多的出生和去世时间我有所了解，他是公元598年生于哈尔沙帝国拉贾斯坦邦宾马尔，公元668年逝世于瞿折罗-普罗蒂诃罗。而他的主要成就与主要作品是什么？他是在哪个领域中有所成就的？他的职业是什么？该问题的答案在知识库中对应的三元组为['婆罗摩笈多 ||| 主要作品 ||| 《婆罗摩修正体系》《肯达克迪迦》', '婆罗摩笈多 ||| 主要成就 ||| 数学方面，天文学方面', '婆罗摩笈多 ||| 职业 ||| 印度数学家和天文学家']。这样对吗？	1
虽然对于婆罗摩笈多的出生和去世时间我有所了解，他是公元598年生于哈尔沙帝国拉贾斯坦邦宾马尔，公元668年逝世于瞿折罗-普罗蒂诃罗。而他的主要成就与主要作品是什么？他是在哪个领域中有所成就的？他的职业是什么？该问题的答案在知识库中对应的三元组为['婆罗摩笈多 ||| 出生时间 ||| 公元598年', '婆罗摩笈多 ||| 去世时间 ||| 公元660年', '婆罗摩笈多 ||| 主要成就 ||| 数学方面，天文学方面', '婆罗摩笈多 ||| 主要作品 ||| 《婆罗摩修正体系》《肯达克迪迦》', '婆罗摩笈多 ||| 出生 ||| 598年 哈尔沙帝国拉贾斯坦邦宾马尔', '婆罗摩笈多 ||| 逝世 ||| 668年 瞿折罗-普罗蒂诃罗', '婆罗摩笈多 ||| 职业 ||| 印度数学家和天文学家']。这样对吗？	0
我了解到，李晨熙是一位著名的演员，他的出生日期却一直是我好奇的地方，你能够告诉我这个信息吗？该问题的答案在知识库中对应的三元组为['李晨熙 ||| 出生年月 ||| 1988年10月16日']。这样对吗？	1
我了解到，李晨熙是一位著名的演员，他的出生日期却一直是我好奇的地方，你能够告诉我这个信息吗？该问题的答案在知识库中对应的三元组为['李晨熙 ||| 出生日期 ||| 10月16日']。这样对吗？	0
马上就要去测评日语水平了，我想用漫画家香村阳子为范例来学习。关于她，除了知道她的别名，我还想知道她的中文名、日语写法、职业、假名以及平文式罗马字。,该问题的答案在知识库中对应的三元组为['香村阳子 ||| 中文名 ||| 香村阳子', '香村阳子 ||| 职业 ||| 漫画家', '香村阳子 ||| 日语写法 ||| 香村 陽子', '香村阳子 ||| 假名 ||| かむら ようこ', '香村阳子 ||| 平文式罗马字 ||| Kamura Yooko']。这样对吗？	1
马上就要去测评日语水平了，我想用漫画家香村阳子为范例来学习。关于她，除了知道她的别名，我还想知道她的中文名、日语写法、职业、假名以及平文式罗马字。,该问题的答案在知识库中对应的三元组为['香村阳子 ||| 中文名 ||| 香村阳子', '香村阳子 ||| 日语写法 ||| 香村 陽子', '香村阳子 ||| 职业 ||| 漫画家', '香村阳子 ||| 假名 ||| かむら ようこ', '香村阳子 ||| 平文式罗马字 ||| Kamura Yooko', '香村阳子 ||| 出生地 ||| 日本']。这样对吗？	0
钢结构设计师平时的工资行情是多少？该问题的答案在知识库中对应的三元组为['钢结构设计师 ||| 薪资行情 ||| 3000-7000元']。这样对吗？	1
钢结构设计师平时的工资行情是多少？该问题的答案在知识库中对应的三元组为['钢结构设计师 ||| 类型 ||| 高级技术应用性专门人才', '钢结构设计师 ||| 职业要求 ||| 二级以上注册结构工程师职称等', '钢结构设计师 ||| 工作内容 ||| 参与制定钢结构设计方案等', '钢结构设计师 ||| 职业要求 ||| 二级以上注册结构工程师职称等', '钢结构设计师 ||| 职业要求 ||| 二级以上注册结构工程师职称等', '钢结构设计师 ||| 薪资行情 ||| 3000-7000元', '钢结构设计师 ||| 职业要求 ||| 二级以上注册结构工程师职称等']。这样对吗？	0
我知道吕加平是一位很有影响力的军事战略以及国内外政治研究者，他写作生涯的中的代表有哪些作呢？他的家庭我情况也比较好奇。该问题的答案在知识库中对应的三元组为['吕加平 ||| 代表作 ||| 《阴谋与抗争》 《中国的战略失误》', '吕加平 ||| 配偶 ||| 于均艺']。这样对吗？	1
我知道吕加平是一位很有影响力的军事战略以及国内外政治研究者，他写作生涯的中的代表有哪些作呢？他的家庭我情况也比较好奇。该问题的答案在知识库中对应的三元组为['吕加平 ||| 代表作 ||| 《阴谋与抗争》 《中国的战略失误》', '吕加平 ||| 配偶 ||| 于均艺']。这样对吗？	0
哪些数字可以代表赤西凉的身材该问题的答案在知识库中对应的三元组为['赤西凉 ||| 体形 ||| 160 厘米 / ― 公斤']。这样对吗？	1
哪些数字可以代表赤西凉的身材该问题的答案在知识库中对应的三元组为['西凉 ||| 拼音 ||| xi liang']。这样对吗？	0
有这样一位人叫许嘉凌，他的生活可真丰富多彩。他能说一口流利英语和现代标准汉语，也是美国加州南加州大学的心理学和财务学双学士，而且他早在2012年与陈海一结婚。从2006年至今，他在娱乐圈活动了许多年，参与制作了许多电影和电视节目。据我所留，互联网电影数据库（IMDb）称他为“超人气”，他的电影混混天团、电视节目冒险大惊奇和电视剧舞动中台都深受观众热爱的。你能帮忙确认上述信息吗？该问题的答案在知识库中对应的三元组为['许嘉凌 ||| 语言 ||| 英语及现代标准汉语、国语', '许嘉凌 ||| 教育程度 ||| 美国加州南加州大学心理学学士、财务学学士', '许嘉凌 ||| 配偶 ||| 陈海毅（2012年结婚）', '许嘉凌 ||| 活跃年代 ||| 2006年至今', '许嘉凌 ||| 互联网电影数据库（IMDb）信息 ||| 超人气', '许嘉凌 ||| 电影 ||| 混混天团', '许嘉凌 ||| 电视节目 ||| 惊奇大冒险', '许嘉凌 ||| 电视剧 ||| 舞动台中']。这样对吗？	1
有这样一位人叫许嘉凌，他的生活可真丰富多彩。他能说一口流利英语和现代标准汉语，也是美国加州南加州大学的心理学和财务学双学士，而且他早在2012年与陈海一结婚。从2006年至今，他在娱乐圈活动了许多年，参与制作了许多电影和电视节目。据我所留，互联网电影数据库（IMDb）称他为“超人气”，他的电影混混天团、电视节目冒险大惊奇和电视剧舞动中台都深受观众热爱的。你能帮忙确认上述信息吗？该问题的答案在知识库中对应的三元组为['许嘉凌 ||| 职业 ||| 歌手、演员', '许嘉凌 ||| 代表作品 ||| 《爱的故事-罗密欧与茱丽叶》']。这样对吗？	0
